S,Curvature,Collision_Distance,Pitch,Roll
151.946,0.236086,1.93199,-0.0987654,0.67389
152.271,0.0866073,1.96313,-0.997794,0.0753651
152.649,0.00583676,1.98821,0.194056,-2.66533
153.055,0.0484899,1.99801,0.377187,0.675226
153.463,0.114678,2.00359,-0.834084,-0.702433
153.847,0.235775,2.00287,0.805692,-0.546444
154.185,0.341491,1.94462,0.149083,0.589901
154.48,0.226653,1.94286,-0.620988,1.12473
154.76,0.0189276,2.01055,-0.875132,0.21062
155.051,0.21769,1.996,0.0515542,-1.7081
155.38,0.269398,2,-0.19409,-0.0961
155.775,0.20384,2.004,-0.337703,-0.26841
156.259,0.098236,2.00369,0.364327,0.0651899
156.807,0.0441868,2.01677,-0.105946,1.30127
157.38,0.0134102,2.02554,0.38786,-0.769042
157.937,0.0178137,2,0.356926,-0.751495
158.437,0.0784805,2,0.0272836,-0.609967
158.842,0.177541,2,0.0961802,-2.08544
159.15,0.226525,1.9007,0.0576295,-0.36528
159.397,0.120571,1.86912,-0.139071,0.669825
159.622,0.126149,1.88757,-0.457573,-0.229163
159.86,0.255788,1.91401,-0.460162,-0.155988
160.149,0.190274,1.93253,-0.050799,0.702454
160.518,0.0665097,1.96372,-0.181586,-0.636388
160.948,0.00356434,1.98874,0.353447,-1.3379
161.408,0.0392032,2,-0.0161485,-0.103189
161.869,0.0932864,2,-0.462763,-0.946384
162.299,0.197572,2,-0.121829,-2.38671
162.671,0.301681,1.94953,-0.184495,-0.185879
162.989,0.226328,1.92519,-0.225137,0.378858
163.283,0.00909418,2.00786,0.47243,0.0268128
163.582,0.195011,1.95961,0.358715,-1.4947
163.914,0.261295,1.93785,0.871331,-0.816654
164.312,0.199159,2,0.787769,1.08911
164.798,0.0886066,1.97975,0.0647823,-0.552742
165.35,0.0293272,2.00938,-0.0337717,-0.257786
165.931,0.00887855,1.99698,0.252979,-2.19512
166.502,0.0530393,2,0.197556,-1.78027
167.027,0.137298,2,-0.62521,-0.808297
167.471,0.23551,2.00301,0.882969,-0.889719
167.836,0.205363,2.02671,-1.45131,0.142946
168.163,0.0334671,2.11337,0.0678365,1.22737
168.486,0.158879,2.05134,0.222441,-0.702969
168.843,0.22804,2.01188,-0.295452,-0.700159
169.272,0.171942,2,-0.5497,1.33545
169.801,0.0747297,1.96899,0.157943,0.219859
170.404,0.0243526,1.97447,-0.838479,4.34592
171.039,0.00782512,1.9918,-0.78638,0.303426
171.663,0.0454578,1.98609,-0.918452,-0.503351
172.234,0.119149,2.00875,0.477377,-0.506785
172.712,0.204872,1.9925,1.04076,-0.0967002
173.105,0.165996,1.92975,0.67519,1.14453
173.459,0.000475881,2.00998,-0.238739,-0.46796
173.821,0.150756,1.95744,-0.312029,0.78374
174.238,0.176578,1.97427,0.728776,-0.571931
174.757,0.118694,2.01291,-0.091554,-0.709149
175.414,0.0487561,2,-0.46477,0.454722
176.169,0.0154687,1.98038,-0.0952351,2.09808
176.967,0.00525776,1.99333,0.0765324,0.196433
177.75,0.0299503,2,-0.0405769,3.13903
178.46,0.0812593,2.02962,0.319123,1.03101
179.044,0.160301,2.0121,0.763081,0.67942
179.499,0.204882,2.08916,0.238832,-0.206606
179.867,0.149514,2.13515,-0.375122,-1.01627
180.187,0.048845,2.07094,-0.610729,-0.904943
180.5,0.250179,1.99339,-0.696302,3.12437
180.843,0.261033,1.92954,0.377571,8.74854
181.248,0.135446,1.93714,0.887342,14.3435
181.697,0.0626817,1.96966,0.691505,2.48478
182.161,0.0178895,1.99894,-0.280113,1.01636
182.61,0.0300455,1.99275,-0.256043,1.27866
183.013,0.123002,2,-0.106083,5.16578
183.34,0.258863,1.96127,0.653422,-0.242459
183.593,0.311378,1.88008,-0.279746,0.177039
183.8,0.162282,1.86831,-0.505858,-0.104376
183.989,0.166094,1.89156,-0.691452,-0.887671
184.186,0.364706,1.92288,-0.789671,-2.69947
184.418,0.29263,1.94052,-0.812205,-7.3495
184.705,0.124751,1.96475,-0.433227,-7.82415
185.033,0.0396071,1.98671,-0.776345,-3.04704
185.377,0.0151359,1.99792,0.480059,0.878704
185.715,0.080789,2,0.780244,0.220594
186.023,0.213164,2,0.80547,-0.0650244
186.278,0.372039,1.91975,0.234029,1.74856
