S,Curvature,Collision_Distance,Pitch,Roll
123.085,0.000705767,2,0.111112,2.58713
123.585,0.00104302,2,0.0593899,0.787624
124.085,0.00108505,1.915,1.10392,2.12585
124.585,0.00107162,1.92779,1.4804,-1.31711
125.086,0.00105819,1.96483,0.274284,-1.66949
125.586,0.00104477,2,-0.276225,0.9853
126.086,0.00103134,2,-0.683057,0.178221
126.586,0.00101792,1.88488,-0.683267,0.459273
127.087,0.00100445,1.8918,0.733616,-0.661926
127.587,0.000890772,1.93485,-0.13688,-3.06179
128.087,0.000471373,2,0.411115,0.966992
128.587,6.12283e-06,1.8315,-0.26883,2.26116
129.088,0.000483617,1.77745,0.0655826,-0.58923
129.588,0.000961112,1.82775,1.06448,-0.42866
130.088,0.00143861,1.90127,0.975556,-1.72675
130.588,0.00191611,1.97515,0.490968,0.10551
131.089,0.00239345,1.9653,0.799317,0.00975791
131.589,0.00262035,1.81375,0.577799,-1.60343
132.089,0.00209052,1.8084,-0.570749,0.0108231
132.589,0.00141832,1.87615,-0.219396,1.59864
133.09,0.000746132,1.95261,0.176089,0.59487
133.59,7.39484e-05,2,-0.857289,0.0400468
134.09,0.000598235,1.90621,-0.522947,0.389356
134.591,0.00127042,1.83653,0.276031,-1.38653
135.091,0.00194237,1.85864,-0.764366,2.15758
135.591,0.00235884,1.93436,-0.661067,-1.76203
136.091,0.00203926,2,0.333681,-3.11892
136.592,0.00158792,2,1.0565,0.462154
137.092,0.00113657,1.87057,-0.233093,-0.352717
137.592,0.000685232,1.84762,-0.52986,-3.92578
138.092,0.000233894,1.90612,-0.744262,-1.2606
138.593,0.000217444,1.97985,0.934111,1.22079
139.093,0.000668548,2,-0.735932,3.46469
139.593,0.00099161,1.83912,-0.685847,0.535935
140.093,0.000975122,1.82646,0.286914,1.67492
140.594,0.000902984,1.87622,-1.35791,0.900511
141.094,0.000830846,1.95088,-0.623492,-0.138757
141.594,0.00075871,2,0.504356,-1.24169
142.094,0.000686574,2.0039,0.169179,-0.248001
142.595,0.00061444,2.0065,0.414342,-0.457932
143.095,0.000542038,1.95378,2.07287,1.63299
143.595,0.000398552,1.96416,0.814939,-2.56143
144.095,8.90966e-05,2,-1.09369,0.590396
144.596,0.000244002,2,0.849828,-0.866043
145.096,0.0005771,1.89491,0.636269,-0.636919
145.596,0.000910199,1.87091,0.459163,-1.23219
146.097,0.0012433,1.90435,-1.00702,1.62792
146.597,0.0015764,1.97924,-0.790154,1.10156
147.097,0.00190751,2,-0.0792235,0.16909
147.597,0.00197916,1.85755,-0.227359,0.416024
148.098,0.00153657,1.8202,1.09846,-2.95925
148.598,0.00103344,1.87449,0.349262,1.15718
149.098,0.000530303,1.94739,-0.0513084,-2.08846
149.598,2.71726e-05,2,-0.46097,-0.743435
150.099,0.000475958,1.97122,1.0453,2.04524
150.599,0.00097909,1.84248,-0.533777,0.408132
151.099,0.00147712,1.84585,-0.126064,0.928378
151.599,0.00161633,1.91245,-0.952833,-0.197689
152.1,0.00116694,1.98634,0.164487,-1.56126
152.6,0.000662932,2.00218,-0.104468,-0.270493
153.1,0.000158925,2.00535,0.522663,-0.299367
153.6,0.000345082,1.93311,-0.425954,0.870151
154.101,0.000849092,1.92287,0.233502,-0.451443
154.601,0.00135311,1.95765,0.0282946,-0.593895
155.101,0.00184763,2.01997,0.580132,0.797384
155.601,0.00194784,2.00631,-0.0389772,-0.103477
156.102,0.00152057,1.89847,-0.473522,-0.148734
156.602,0.00105647,1.88199,0.641185,-0.986636
157.102,0.000592377,1.92214,0.206422,-0.39346
157.603,0.000128286,1.99417,-0.0884984,-0.248314
158.103,0.000335802,2,0.0681808,-2.29421
158.603,0.00079989,1.84557,0.224248,-0.141903
159.103,0.0012508,1.83497,-0.481056,0.0285129
159.604,0.00134238,1.88313,0.075002,-0.0949703
160.104,0.00104029,1.95605,0.372853,-1.48457
160.604,0.000718132,2,-0.29452,-0.753081
161.104,0.000395977,2,-0.507852,-0.645709
161.605,7.38212e-05,2,-0.0330163,-1.38747
162.105,0.000248335,1.93088,0.0721341,-0.0172293
162.605,0.000570492,1.95995,-0.122029,-0.757012
163.105,0.00087954,1.99621,0.756087,-1.42596
163.606,0.000936401,2,0.427286,1.46709
164.106,0.000765779,1.88849,0.224416,-0.154284
164.606,0.000587004,1.85631,-0.489599,-0.215971
165.106,0.000408229,1.88721,0.438703,-1.31915
165.607,0.000229455,1.9596,-0.19381,-1.21368
166.107,5.06813e-05,2,-0.669395,-1.47128
166.607,0.000128092,2.00007,0.559108,-0.776054
167.107,0.000302265,2.00105,-0.805638,-0.13695
167.608,0.000409967,1.95654,-0.455689,-0.321355
168.108,0.000467684,1.93321,-1.2288,-0.968633
168.608,0.000524183,1.99418,-0.384516,-1.54714
169.109,0.000580682,1.8017,0.200186,0.710173
169.609,0.000637181,1.7581,-0.571568,2.42222
170.109,0.00069368,1.81294,-0.708487,0.843099
170.609,0.000750179,1.88619,0.992076,-1.66275
171.11,0.000790508,1.95962,-2.01738,0.469081
171.61,0.000649205,2.00204,0.889068,-0.264178
172.11,0.000393673,1.90467,0.711653,0.516849
172.61,0.000136366,1.83439,-0.325108,-0.184535
173.111,0.000120942,1.85483,-0.424109,0.756208
173.611,0.000378249,1.94224,1.21705,0.105585
174.111,0.000635556,2.01715,-0.197589,-1.38017
174.611,0.000892863,2,-0.531236,0.434579
175.112,0.00110548,1.86446,-0.472137,1.4837
175.612,0.000919425,1.83852,1.05196,-0.209468
176.112,0.000523903,1.89562,0.629976,0.714923
176.612,0.000126521,1.96841,0.350462,2.26612
177.113,0.00027086,2,-0.605024,1.68871
177.613,0.000668243,2.0307,0.366967,1.14149
178.113,0.00106563,2.00856,0.422875,0.840234
178.613,0.00146302,2.07784,0.033798,0.104121
179.114,0.00181649,2.09587,0.33015,-0.843607
179.614,0.00185569,1.9648,-0.0927197,-0.354176
180.114,0.00175795,1.78692,0.401754,15.6292
180.615,0.00165964,1.76793,0.28516,8.88917
181.115,0.00156133,1.83273,0.169416,0.122263
181.615,0.00146302,1.90848,0.0380988,3.00279
182.115,0.00136472,1.9846,-0.195597,4.70667
182.616,0.00126641,1.89424,0.22047,0.188033
183.116,0.00119003,1.79722,-0.237945,0.130878
183.616,0.00123995,1.81488,-0.729284,-7.7605
184.116,0.00133501,1.89224,-0.494837,-4.92251
184.617,0.00143012,1.96994,0.499934,0.776383
185.117,0.00152525,2,0.676285,0.301633
185.617,0.00162037,1.85518,0.167072,2.75369
186.117,0.0017155,1.82348,-0.644478,1.87901
186.618,0.00181063,1.8845,0.0883501,0.203058
187.118,0.00181315,1.96419,0.488045,1.99265
187.618,0.00138565,1.99867,-0.11631,9.58437
188.118,0.000833401,2,0.795477,-10.3586
188.619,0.00028114,1.96609,-1.25493,-0.246614
189.119,0.000271118,1.94268,0.74276,1.31351
189.619,0.000823371,1.97181,0.342159,1.30884
190.119,0.00137561,2,0.265935,-2.25174
190.62,0.00192784,1.94977,-0.448989,-1.92326
191.12,0.00243521,1.85901,0.0718023,-0.542239
191.62,0.00277523,1.88892,-0.70506,0.259134
192.121,0.00307626,1.96478,0.33733,-0.0481862
192.621,0.00337733,2.01026,0.460778,-4.92642
193.121,0.00367844,2.01319,-1.34654,-2.96553
193.621,0.00397959,1.9176,-1.21016,0.203689
194.122,0.00428077,1.91276,0.185537,-1.59092
194.622,0.00458185,1.94383,-0.225661,-11.7623
195.122,0.0046782,2,-0.19343,0.658847
195.622,0.00415437,2,-0.295658,0.36999
196.123,0.00351351,2,-0.576923,0.19665
196.623,0.00287265,1.89813,0.874715,0.70671
197.123,0.00223181,1.90446,0.882922,0.444074
197.623,0.001591,1.96557,1.10206,-0.0143399
198.124,0.000950216,1.9983,-1.34644,-11.724
198.624,0.000309911,2,-0.194205,-1.13312
199.124,0.000148167,2.00639,-0.636153,-0.303237
199.624,0.00014864,2.01197,0.0779364,0.331206
200.125,7.84262e-05,1.96319,-0.787796,0.585012
200.625,8.2108e-06,1.97222,-0.637585,0.270358
201.125,6.20051e-05,2.00134,0.351313,-1.03691
201.626,0.000132221,1.93936,0.124222,0.232282
202.126,0.000202436,1.84404,0.0821185,1.6531
202.626,0.000271645,1.84557,2.14908,-1.93775
203.126,0.000176839,1.94018,1.76775,0.775997
203.627,0.000262393,1.97831,0.0235117,-0.51063
204.127,0.000745067,2,0.134945,1.55765
204.627,0.00122775,1.84763,-0.244641,-1.91159
205.127,0.00171044,1.80196,-0.935993,-0.117251
205.628,0.00219314,1.85041,0.253775,0.0442579
206.128,0.00267585,1.91949,0.0210192,0.0550091
206.628,0.00315542,1.98924,-3.11585,0.241127
207.128,0.00336582,2,-0.755875,1.19652
207.629,0.00310441,2.00576,-0.465924,-0.26776
208.129,0.00279529,1.989,0.498534,-0.701124
208.629,0.00248617,1.92863,0.176626,2.16242
209.129,0.00217706,1.94952,0.54916,0.27194
209.63,0.00186797,2,0.058105,-1.74029
210.13,0.00155889,2,0.491914,-4.8301
210.63,0.0012561,2.01481,0.675481,0.133947
211.13,0.00125671,2.0025,0.967297,0.579828
211.631,0.00168954,1.95076,1.49813,0.245774
212.131,0.00215543,1.99922,0.184486,-0.0740247
212.631,0.00262132,1.86115,-0.817446,-0.112683
213.132,0.0030872,1.78169,-0.497709,-1.50216
213.632,0.00355305,1.83047,-0.321143,-0.322988
214.132,0.00401885,1.90916,-0.068625,-2.28933
214.632,0.00448467,1.98884,-0.466464,-0.270877
215.133,0.00495383,2,-0.538472,0.0217043
215.633,0.00542689,1.84984,-1.36705,0.726173
216.133,0.00590036,1.84611,-0.313134,0.665552
216.633,0.00637404,1.91982,-0.285577,-0.052429
217.134,0.00684791,1.99973,0.106332,-1.84447
217.634,0.00732195,2,0.202186,0.949125
218.134,0.00779609,2.00691,-0.892134,-0.417047
218.635,0.00817859,2.07537,0.369661,-0.0642546
219.135,0.00710842,2.28036,-0.0173999,-0.92675
219.635,0.00487715,2.41233,0.213402,-0.113077
220.135,0.00261353,2.52871,-0.737032,-1.4088
220.636,0.000350032,2.60739,0.0520414,-0.409002
221.136,0.00191345,2.75547,0.0127987,1.70285
221.636,0.00417708,2.80351,0.10283,-0.412759
222.136,0.00644086,2.79012,0.919642,-0.109887
222.637,0.00851865,2.72528,-1.22624,-0.987656
223.137,0.00891722,2.74657,0.770673,-1.4337
223.637,0.00842494,2.82666,-0.199066,-0.317228
224.137,0.00792458,2.91469,0.332591,-0.629207
224.638,0.00742441,3.00078,-0.120179,0.158006
225.138,0.00692449,3.00161,-0.235168,0.9763
225.638,0.00642486,2.90596,-0.102611,1.43202
226.139,0.00592552,2.87415,0.632827,-0.999859
226.639,0.00531658,2.86655,-0.435396,-1.05073
227.139,0.00408772,2.84248,-0.522226,-0.75644
227.639,0.0026415,2.78116,0.141432,-1.06184
228.14,0.00119493,2.77301,0.580045,0.387535
228.64,0.000251701,2.78616,0.709342,2.31317
229.14,0.00169839,2.68764,0.469129,2.26338
229.64,0.00314512,2.6219,-0.0476379,1.277
230.141,0.00459184,2.53487,0.116938,-0.345336
230.641,0.00574515,2.4781,-1.08454,0.578717
231.141,0.00576875,2.56909,0.352418,0.345858
231.641,0.00552047,2.66169,-0.0193913,0.588988
232.142,0.00527227,2.61254,-0.609745,-0.643567
232.642,0.00502417,2.52644,-0.924614,-0.525377
233.142,0.00477618,2.44707,0.832743,-0.407767
233.643,0.0045283,2.44468,1.11142,-0.599122
234.143,0.00428018,2.53442,0.692024,0.000789547
234.643,0.00376178,2.57818,0.0108612,-0.899197
235.143,0.00249271,2.48855,-0.431795,-12.2612
235.644,0.00109433,2.3983,-0.110072,-5.52763
236.144,0.000304086,2.33281,0.140573,-0.544981
236.644,0.00170251,2.35332,1.54706,-1.20742
237.144,0.0031009,2.45934,-2.5615,-0.144707
